Time(milliseconds),Start Range (Miles),End Range (Miles),High Power (Boolean),Number of Pules (Multi-Pulse),width (degrees),Azimuth(Degrees),Elevation (Degrees)
19950.73513,0,200,1,1,3,1.25,280.75
19952.8824,0,200,1,1,3,1.25,283.5
19955.02967,0,200,1,1,3,1.25,286.25
19957.17695,0,200,1,1,3,1.25,289
19959.32422,0,200,1,1,3,1.25,291.75
19961.47149,0,200,1,24,3,1.25,294.5
19963.61876,0,200,1,1,3,1.25,297.25
19965.76603,0,200,1,1,3,1.25,300
19967.91331,0,200,1,1,3,1.25,302.75
19970.06058,0,200,1,1,3,1.25,305.5
19972.20785,0,200,1,13,3,1.25,308.25
19974.35512,0,200,1,18,3,1.25,311
19976.50239,0,200,1,1,3,1.25,313.75
19978.64967,0,200,1,10,3,1.25,316.5
19980.79694,0,200,1,1,3,1.25,319.25
19982.94421,0,200,1,18,3,1.25,322
19985.09148,0,200,1,1,3,1.25,324.75
19987.23876,0,200,1,1,3,1.25,327.5
19989.38603,0,200,1,1,3,1.25,330.25
19991.5333,0,200,1,1,3,1.25,333
19993.68057,0,200,1,25,3,1.25,335.75
19995.82784,0,200,1,1,3,1.25,338.5
19997.97512,0,200,1,1,3,1.25,341.25
20000.12239,0,200,1,3,3,1.25,344
20002.26966,0,200,1,11,3,1.25,346.75
20004.41693,0,200,1,25,3,1.25,349.5
20006.56421,0,200,1,1,3,1.25,352.25
20008.71148,0,200,1,18,3,1.25,355
20010.85875,0,200,1,1,3,1.25,357.75
20013.00602,0,200,1,11,3,1.25,0.5
20015.15329,0,200,1,29,3,1.25,3.25
20017.30057,0,200,1,14,3,1.25,6
20019.44784,0,200,1,1,3,1.25,8.75
20021.59511,0,200,1,9,3,1.25,11.5
20023.74238,0,200,1,1,3,1.25,14.25
20025.88965,0,200,1,1,3,1.25,17
20028.03693,0,200,1,22,3,1.25,19.75
20030.1842,0,200,1,1,3,1.25,22.5
20032.33147,0,200,1,1,3,1.25,25.25
20034.47874,0,200,1,25,3,1.25,28
20036.62602,0,200,1,1,3,1.25,30.75
20038.77329,0,200,1,1,3,1.25,33.5
20040.92056,0,200,1,1,3,1.25,36.25
20043.06783,0,200,1,1,3,1.25,39
20045.2151,0,200,1,12,3,1.25,41.75
20047.36238,0,200,1,1,3,1.25,44.5
20049.50965,0,200,1,1,3,1.25,47.25
20051.65692,0,200,1,22,3,1.25,50
20053.80419,0,200,1,1,3,1.25,52.75
20055.95146,0,200,1,1,3,1.25,55.5
20058.09874,0,200,1,1,3,1.25,58.25
20060.24601,0,200,1,16,3,1.25,61
20062.39328,0,200,1,1,3,1.25,63.75
20064.54055,0,200,1,1,3,1.25,66.5
20066.68783,0,200,1,14,3,1.25,69.25
20068.8351,0,200,1,22,3,1.25,72
20070.98237,0,200,1,23,3,1.25,74.75
20073.12964,0,200,1,1,3,1.25,77.5
20075.27691,0,200,1,32,3,1.25,80.25
20077.42419,0,200,1,30,3,1.25,83
20079.57146,0,200,1,9,3,1.25,85.75
20081.71873,0,200,1,1,3,1.25,88.5
20083.866,0,200,1,1,3,1.25,91.25
20086.01328,0,200,1,13,3,1.25,94
20088.16055,0,200,1,1,3,1.25,96.75
20090.30782,0,200,1,18,3,1.25,99.5
20092.45509,0,200,1,1,3,1.25,102.25
20094.60236,0,200,1,1,3,1.25,105
20096.74964,0,200,1,13,3,1.25,107.75
20098.89691,0,200,1,1,3,1.25,110.5
20101.04418,0,200,1,1,3,1.25,113.25
20103.19145,0,200,1,1,3,1.25,116
20105.33872,0,200,1,1,3,1.25,118.75
20107.486,0,200,1,1,3,1.25,121.5
20109.63327,0,200,1,1,3,1.25,124.25
20111.78054,0,200,1,1,3,1.25,127
20113.92781,0,200,1,1,3,1.25,129.75
20116.07509,0,200,1,14,3,1.25,132.5
20118.22236,0,200,1,1,3,1.25,135.25
20120.36963,0,200,1,1,3,1.25,138
20122.5169,0,200,1,32,3,1.25,140.75
20124.66417,0,200,1,1,3,1.25,143.5
20126.81145,0,200,1,1,3,1.25,146.25
20128.95872,0,200,1,1,3,1.25,149
20131.10599,0,200,1,1,3,1.25,151.75
20133.25326,0,200,1,10,3,1.25,154.5
20135.40053,0,200,1,30,3,1.25,157.25
20137.54781,0,200,1,1,3,1.25,160
20139.69508,0,200,1,1,3,1.25,162.75
20141.84235,0,200,1,1,3,1.25,165.5
20143.98962,0,200,1,1,3,1.25,168.25
20146.1369,0,200,1,1,3,1.25,171
20148.28417,0,200,1,1,3,1.25,173.75
20150.43144,0,200,1,1,3,1.25,176.5
20152.57871,0,200,1,18,3,1.25,179.25
20154.72598,0,200,1,14,3,1.25,182
20156.87326,0,200,1,3,3,1.25,184.75
20159.02053,0,200,1,1,3,1.25,187.5
20161.1678,0,200,1,1,3,1.25,190.25
20163.31507,0,200,1,1,3,1.25,193
20165.46235,0,200,1,1,3,1.25,195.75
20167.60962,0,200,1,1,3,1.25,198.5
20169.75689,0,200,1,1,3,1.25,201.25
20171.90416,0,200,1,26,3,1.25,204
20174.05143,0,200,1,21,3,1.25,206.75
20176.19871,0,200,1,28,3,1.25,209.5
20178.34598,0,200,1,17,3,1.25,212.25
20180.49325,0,200,1,1,3,1.25,215
20182.64052,0,200,1,1,3,1.25,217.75
20184.78779,0,200,1,9,3,1.25,220.5
20186.93507,0,200,1,29,3,1.25,223.25
20189.08234,0,200,1,18,3,1.25,226
20191.22961,0,200,1,1,3,1.25,228.75
20193.37688,0,200,1,3,3,1.25,231.5
20195.52416,0,200,1,17,3,1.25,234.25
20197.67143,0,200,1,1,3,1.25,237
20199.8187,0,200,1,27,3,1.25,239.75
20201.96597,0,200,1,16,3,1.25,242.5
20204.11324,0,200,1,1,3,1.25,245.25
20206.26052,0,200,1,1,3,1.25,248
20208.40779,0,200,1,1,3,1.25,250.75
20210.55506,0,200,1,1,3,1.25,253.5
20212.70233,0,200,1,1,3,1.25,256.25
20214.84961,0,200,1,1,3,1.25,259
20216.99688,0,200,1,1,3,1.25,261.75
20219.14415,0,200,1,1,3,1.25,264.5
20221.29142,0,200,1,6,3,1.25,267.25
20223.43869,0,200,1,1,3,1.25,270
20225.58597,0,200,1,1,3,1.25,272.75
20227.73324,0,200,1,12,3,1.25,275.5
20229.88051,0,200,1,1,3,1.25,278.25
20232.02778,0,200,1,1,3,1.25,281
20234.17505,0,200,1,1,3,1.25,283.75
20236.32233,0,200,1,1,3,1.25,286.5
20238.4696,0,200,1,10,3,1.25,289.25
20240.61687,0,200,1,1,3,1.25,292
20242.76414,0,200,1,1,3,1.25,294.75
20244.91142,0,200,1,1,3,1.25,297.5
20247.05869,0,200,1,1,3,1.25,300.25
20249.20596,0,200,1,30,3,1.25,303
20251.35323,0,200,1,1,3,1.25,305.75
20253.5005,0,200,1,1,3,1.25,308.5
20255.64778,0,200,1,19,3,1.25,311.25
20257.79505,0,200,1,1,3,1.25,314
20259.94232,0,200,1,1,3,1.25,316.75
20262.08959,0,200,1,13,3,1.25,319.5
20264.23686,0,200,1,1,3,1.25,322.25
20266.38414,0,200,1,1,3,1.25,325
20268.53141,0,200,1,32,3,1.25,327.75
20270.67868,0,200,1,1,3,1.25,330.5
20272.82595,0,200,1,13,3,1.25,333.25
20274.97323,0,200,1,1,3,1.25,336
20277.1205,0,200,1,12,3,1.25,338.75
20279.26777,0,200,1,21,3,1.25,341.5
20281.41504,0,200,1,1,3,1.25,344.25
20283.56231,0,200,1,1,3,1.25,347
20285.70959,0,200,1,1,3,1.25,349.75
20287.85686,0,200,1,1,3,1.25,352.5
20290.00413,0,200,1,1,3,1.25,355.25
20292.1514,0,200,1,1,3,1.25,358
20294.29868,0,200,1,1,3,1.25,0.75
20296.44595,0,200,1,21,3,1.25,3.5
20298.59322,0,200,1,13,3,1.25,6.25
20300.74049,0,200,1,25,3,1.25,9
20302.88776,0,200,1,1,3,1.25,11.75
20305.03504,0,200,1,1,3,1.25,14.5
20307.18231,0,200,1,1,3,1.25,17.25
20309.32958,0,200,1,1,3,1.25,20
20311.47685,0,200,1,1,3,1.25,22.75
20313.62412,0,200,1,4,3,1.25,25.5
20315.7714,0,200,1,1,3,1.25,28.25
20317.91867,0,200,1,1,3,1.25,31
20320.06594,0,200,1,1,3,1.25,33.75
20322.21321,0,200,1,1,3,1.25,36.5
20324.36049,0,200,1,1,3,1.25,39.25
20326.50776,0,200,1,7,3,1.25,42
20328.65503,0,200,1,1,3,1.25,44.75
20330.8023,0,200,1,24,3,1.25,47.5
20332.94957,0,200,1,1,3,1.25,50.25
20335.09685,0,200,1,1,3,1.25,53
20337.24412,0,200,1,1,3,1.25,55.75
20339.39139,0,200,1,1,3,1.25,58.5
20341.53866,0,200,1,10,3,1.25,61.25
20343.68593,0,200,1,1,3,1.25,64
20345.83321,0,200,1,1,3,1.25,66.75
20347.98048,0,200,1,1,3,1.25,69.5
20350.12775,0,200,1,1,3,1.25,72.25
20352.27502,0,200,1,18,3,1.25,75
20354.4223,0,200,1,1,3,1.25,77.75
20356.56957,0,200,1,1,3,1.25,80.5
20358.71684,0,200,1,1,3,1.25,83.25
20360.86411,0,200,1,1,3,1.25,86
20363.01138,0,200,1,1,3,1.25,88.75
20365.15866,0,200,1,19,3,1.25,91.5
20367.30593,0,200,1,13,3,1.25,94.25
20369.4532,0,200,1,1,3,1.25,97
20371.60047,0,200,1,1,3,1.25,99.75
20373.74775,0,200,1,1,3,1.25,102.5
20375.89502,0,200,1,1,3,1.25,105.25
20378.04229,0,200,1,1,3,1.25,108
20380.18956,0,200,1,11,3,1.25,110.75
20382.33683,0,200,1,1,3,1.25,113.5
20384.48411,0,200,1,1,3,1.25,116.25
20386.63138,0,200,1,22,3,1.25,119
20388.77865,0,200,1,1,3,1.25,121.75
20390.92592,0,200,1,27,3,1.25,124.5
20393.07319,0,200,1,1,3,1.25,127.25
20395.22047,0,200,1,1,3,1.25,130
20397.36774,0,200,1,5,3,1.25,132.75
20399.51501,0,200,1,1,3,1.25,135.5
20401.66228,0,200,1,4,3,1.25,138.25
20403.80956,0,200,1,1,3,1.25,141
20405.95683,0,200,1,15,3,1.25,143.75
20408.1041,0,200,1,1,3,1.25,146.5
20410.25137,0,200,1,1,3,1.25,149.25
20412.39864,0,200,1,1,3,1.25,152
20414.54592,0,200,1,1,3,1.25,154.75
20416.69319,0,200,1,5,3,1.25,157.5
20418.84046,0,200,1,1,3,1.25,160.25
20420.98773,0,200,1,1,3,1.25,163
20423.135,0,200,1,30,3,1.25,165.75
20425.28228,0,200,1,1,3,1.25,168.5
20427.42955,0,200,1,13,3,1.25,171.25
20429.57682,0,200,1,1,3,1.25,174
20431.72409,0,200,1,1,3,1.25,176.75
20433.87137,0,200,1,1,3,1.25,179.5
20436.01864,0,200,1,1,3,1.25,182.25
20438.16591,0,200,1,4,3,1.25,185
20440.31318,0,200,1,1,3,1.25,187.75
20442.46045,0,200,1,1,3,1.25,190.5
20444.60773,0,200,1,5,3,1.25,193.25
20446.755,0,200,1,2,3,1.25,196
20448.90227,0,200,1,17,3,1.25,198.75
20451.04954,0,200,1,1,3,1.25,201.5
20453.19682,0,200,1,5,3,1.25,204.25
20455.34409,0,200,1,29,3,1.25,207
20457.49136,0,200,1,5,3,1.25,209.75
20459.63863,0,200,1,1,3,1.25,212.5
20461.7859,0,200,1,1,3,1.25,215.25
20463.93318,0,200,1,1,3,1.25,218
20466.08045,0,200,1,1,3,1.25,220.75
20468.22772,0,200,1,1,3,1.25,223.5
20470.37499,0,200,1,2,3,1.25,226.25
20472.52226,0,200,1,7,3,1.25,229
20474.66954,0,200,1,1,3,1.25,231.75
20476.81681,0,200,1,1,3,1.25,234.5
20478.96408,0,200,1,1,3,1.25,237.25
20481.11135,0,200,1,1,3,1.25,240
20483.25863,0,200,1,1,3,1.25,242.75
20485.4059,0,200,1,1,3,1.25,245.5
20487.55317,0,200,1,1,3,1.25,248.25
20489.70044,0,200,1,1,3,1.25,251
20491.84771,0,200,1,1,3,1.25,253.75
20493.99499,0,200,1,32,3,1.25,256.5
20496.14226,0,200,1,7,3,1.25,259.25
20498.28953,0,200,1,1,3,1.25,262
20500.4368,0,200,1,1,3,1.25,264.75
20502.58408,0,200,1,1,3,1.25,267.5
20504.73135,0,200,1,1,3,1.25,270.25
20506.87862,0,200,1,26,3,1.25,273
20509.02589,0,200,1,1,3,1.25,275.75
20511.17316,0,200,1,1,3,1.25,278.5
20513.32044,0,200,1,20,3,1.25,281.25
20515.46771,0,200,1,4,3,1.25,284
20517.61498,0,200,1,1,3,1.25,286.75
20519.76225,0,200,1,14,3,1.25,289.5
20521.90952,0,200,1,22,3,1.25,292.25
20524.0568,0,200,1,19,3,1.25,295
20526.20407,0,200,1,1,3,1.25,297.75
20528.35134,0,200,1,1,3,1.25,300.5
20530.49861,0,200,1,1,3,1.25,303.25
20532.64589,0,200,1,2,3,1.25,306
20534.79316,0,200,1,18,3,1.25,308.75
20536.94043,0,200,1,1,3,1.25,311.5
20539.0877,0,200,1,1,3,1.25,314.25
20541.23497,0,200,1,1,3,1.25,317
20543.38225,0,200,1,1,3,1.25,319.75
20545.52952,0,200,1,1,3,1.25,322.5
20547.67679,0,200,1,1,3,1.25,325.25
20549.82406,0,200,1,1,3,1.25,328
20551.97133,0,200,1,1,3,1.25,330.75
20554.11861,0,200,1,1,3,1.25,333.5
20556.26588,0,200,1,1,3,1.25,336.25
20558.41315,0,200,1,16,3,1.25,339
20560.56042,0,200,1,1,3,1.25,341.75
20562.7077,0,200,1,1,3,1.25,344.5
20564.85497,0,200,1,5,3,1.25,347.25
20567.00224,0,200,1,25,3,1.25,350
20569.14951,0,200,1,1,3,1.25,352.75
20571.29678,0,200,1,1,3,1.25,355.5
20573.44406,0,200,1,26,3,1.25,358.25
20575.59133,0,200,1,1,3,1.25,1
20577.7386,0,200,1,4,3,1.25,3.75
20579.88587,0,200,1,1,3,1.25,6.5
20582.03315,0,200,1,1,3,1.25,9.25
20584.18042,0,200,1,1,3,1.25,12
20586.32769,0,200,1,1,3,1.25,14.75
20588.47496,0,200,1,1,3,1.25,17.5
20590.62223,0,200,1,8,3,1.25,20.25
20592.76951,0,200,1,14,3,1.25,23
20594.91678,0,200,1,30,3,1.25,25.75
20597.06405,0,200,1,1,3,1.25,28.5
20599.21132,0,200,1,1,3,1.25,31.25
20601.35859,0,200,1,1,3,1.25,34
20603.50587,0,200,1,1,3,1.25,36.75
20605.65314,0,200,1,1,3,1.25,39.5
20607.80041,0,200,1,1,3,1.25,42.25
20609.94768,0,200,1,2,3,1.25,45
20612.09496,0,200,1,1,3,1.25,47.75
20614.24223,0,200,1,1,3,1.25,50.5
20616.3895,0,200,1,1,3,1.25,53.25
20618.53677,0,200,1,24,3,1.25,56
20620.68404,0,200,1,9,3,1.25,58.75
20622.83132,0,200,1,1,3,1.25,61.5
20624.97859,0,200,1,11,3,1.25,64.25
20627.12586,0,200,1,14,3,1.25,67
20629.27313,0,200,1,2,3,1.25,69.75
20631.4204,0,200,1,3,3,1.25,72.5
20633.56768,0,200,1,24,3,1.25,75.25
20635.71495,0,200,1,1,3,1.25,78
20637.86222,0,200,1,7,3,1.25,80.75
20640.00949,0,200,1,1,3,1.25,83.5
20642.15677,0,200,1,1,3,1.25,86.25
20644.30404,0,200,1,1,3,1.25,89
20646.45131,0,200,1,1,3,1.25,91.75
20648.59858,0,200,1,3,3,1.25,94.5
20650.74585,0,200,1,1,3,1.25,97.25
20652.89313,0,200,1,1,3,1.25,100
20655.0404,0,200,1,1,3,1.25,102.75
20657.18767,0,200,1,11,3,1.25,105.5
20659.33494,0,200,1,1,3,1.25,108.25
20661.48222,0,200,1,25,3,1.25,111
20663.62949,0,200,1,1,3,1.25,113.75
20665.77676,0,200,1,22,3,1.25,116.5
20667.92403,0,200,1,1,3,1.25,119.25
20670.0713,0,200,1,1,3,1.25,122
20672.21858,0,200,1,1,3,1.25,124.75
20674.36585,0,200,1,1,3,1.25,127.5
20676.51312,0,200,1,8,3,1.25,130.25
20678.66039,0,200,1,1,3,1.25,133
20680.80766,0,200,1,1,3,1.25,135.75
20682.95494,0,200,1,1,3,1.25,138.5
20685.10221,0,200,1,1,3,1.25,141.25
20687.24948,0,200,1,1,3,1.25,144
20689.39675,0,200,1,1,3,1.25,146.75
20691.54403,0,200,1,1,3,1.25,149.5
20693.6913,0,200,1,1,3,1.25,152.25
20695.83857,0,200,1,1,3,1.25,155
20697.98584,0,200,1,15,3,1.25,157.75
20700.13311,0,200,1,1,3,1.25,160.5
20702.28039,0,200,1,1,3,1.25,163.25
20704.42766,0,200,1,30,3,1.25,166
20706.57493,0,200,1,17,3,1.25,168.75
20708.7222,0,200,1,1,3,1.25,171.5
20710.86947,0,200,1,1,3,1.25,174.25
20713.01675,0,200,1,1,3,1.25,177
20715.16402,0,200,1,29,3,1.25,179.75
20717.31129,0,200,1,1,3,1.25,182.5
20719.45856,0,200,1,1,3,1.25,185.25
20721.60584,0,200,1,1,3,1.25,188
20723.75311,0,200,1,29,3,1.25,190.75
20725.90038,0,200,1,1,3,1.25,193.5
20728.04765,0,200,1,1,3,1.25,196.25
20730.19492,0,200,1,1,3,1.25,199
20732.3422,0,200,1,30,3,1.25,201.75
20734.48947,0,200,1,1,3,1.25,204.5
20736.63674,0,200,1,9,3,1.25,207.25
20738.78401,0,200,1,1,3,1.25,210
20740.93129,0,200,1,31,3,1.25,212.75
20743.07856,0,200,1,1,3,1.25,215.5
20745.22583,0,200,1,31,3,1.25,218.25
20747.3731,0,200,1,5,3,1.25,221
20749.52037,0,200,1,1,3,1.25,223.75
20751.66765,0,200,1,12,3,1.25,226.5
20753.81492,0,200,1,7,3,1.25,229.25
20755.96219,0,200,1,1,3,1.25,232
20758.10946,0,200,1,1,3,1.25,234.75
20760.25673,0,200,1,1,3,1.25,237.5
20762.40401,0,200,1,1,3,1.25,240.25
20764.55128,0,200,1,1,3,1.25,243
20766.69855,0,200,1,26,3,1.25,245.75
20768.84582,0,200,1,18,3,1.25,248.5
20770.9931,0,200,1,30,3,1.25,251.25
20773.14037,0,200,1,1,3,1.25,254
20775.28764,0,200,1,1,3,1.25,256.75
20777.43491,0,200,1,4,3,1.25,259.5
20779.58218,0,200,1,1,3,1.25,262.25
20781.72946,0,200,1,1,3,1.25,265
20783.87673,0,200,1,1,3,1.25,267.75
20786.024,0,200,1,31,3,1.25,270.5
20788.17127,0,200,1,21,3,1.25,273.25
20790.31854,0,200,1,1,3,1.25,276
20792.46582,0,200,1,1,3,1.25,278.75
20794.61309,0,200,1,1,3,1.25,281.5
20796.76036,0,200,1,1,3,1.25,284.25
20798.90763,0,200,1,1,3,1.25,287
20801.05491,0,200,1,1,3,1.25,289.75
20803.20218,0,200,1,1,3,1.25,292.5
20805.34945,0,200,1,1,3,1.25,295.25
20807.49672,0,200,1,1,3,1.25,298
20809.64399,0,200,1,1,3,1.25,300.75
20811.79127,0,200,1,1,3,1.25,303.5
20813.93854,0,200,1,1,3,1.25,306.25
20816.08581,0,200,1,1,3,1.25,309
20818.23308,0,200,1,1,3,1.25,311.75
20820.38036,0,200,1,1,3,1.25,314.5
20822.52763,0,200,1,23,3,1.25,317.25
20824.6749,0,200,1,19,3,1.25,320
20826.82217,0,200,1,3,3,1.25,322.75
20828.96944,0,200,1,28,3,1.25,325.5
20831.11672,0,200,1,1,3,1.25,328.25
20833.26399,0,200,1,23,3,1.25,331
20835.41126,0,200,1,1,3,1.25,333.75
20837.55853,0,200,1,1,3,1.25,336.5
20839.7058,0,200,1,25,3,1.25,339.25
20841.85308,0,200,1,1,3,1.25,342
20844.00035,0,200,1,1,3,1.25,344.75
20846.14762,0,200,1,1,3,1.25,347.5
20848.29489,0,200,1,1,3,1.25,350.25
20850.44217,0,200,1,1,3,1.25,353
20852.58944,0,200,1,1,3,1.25,355.75
20854.73671,0,200,1,1,3,1.25,358.5
20856.88398,0,200,1,1,3,1.25,1.25
20859.03125,0,200,1,1,3,1.25,4
20861.17853,0,200,1,1,3,1.25,6.75
20863.3258,0,200,1,3,3,1.25,9.5
20865.47307,0,200,1,1,3,1.25,12.25
20867.62034,0,200,1,5,3,1.25,15
20869.76762,0,200,1,1,3,1.25,17.75
20871.91489,0,200,1,1,3,1.25,20.5
20874.06216,0,200,1,1,3,1.25,23.25
20876.20943,0,200,1,1,3,1.25,26
20878.3567,0,200,1,1,3,1.25,28.75
20880.50398,0,200,1,1,3,1.25,31.5
20882.65125,0,200,1,12,3,1.25,34.25
20884.79852,0,200,1,1,3,1.25,37
20886.94579,0,200,1,1,3,1.25,39.75
20889.09306,0,200,1,1,3,1.25,42.5
20891.24034,0,200,1,5,3,1.25,45.25
20893.38761,0,200,1,28,3,1.25,48
20895.53488,0,200,1,1,3,1.25,50.75
20897.68215,0,200,1,1,3,1.25,53.5
20899.82943,0,200,1,1,3,1.25,56.25
20901.9767,0,200,1,5,3,1.25,59
20904.12397,0,200,1,1,3,1.25,61.75
20906.27124,0,200,1,1,3,1.25,64.5
20908.41851,0,200,1,3,3,1.25,67.25
20910.56579,0,200,1,1,3,1.25,70
20912.71306,0,200,1,1,3,1.25,72.75
20914.86033,0,200,1,1,3,1.25,75.5
20917.0076,0,200,1,1,3,1.25,78.25
20919.15487,0,200,1,1,3,1.25,81
20921.30215,0,200,1,1,3,1.25,83.75
20923.44942,0,200,1,9,3,1.25,86.5
20925.59669,0,200,1,5,3,1.25,89.25
20927.74396,0,200,1,16,3,1.25,92
20929.89124,0,200,1,1,3,1.25,94.75
20932.03851,0,200,1,27,3,1.25,97.5
20934.18578,0,200,1,24,3,1.25,100.25
20936.33305,0,200,1,1,3,1.25,103
20938.48032,0,200,1,1,3,1.25,105.75
20940.6276,0,200,1,1,3,1.25,108.5
20942.77487,0,200,1,1,3,1.25,111.25
20944.92214,0,200,1,25,3,1.25,114
20947.06941,0,200,1,1,3,1.25,116.75
20949.21669,0,200,1,1,3,1.25,119.5
20951.36396,0,200,1,1,3,1.25,122.25
20953.51123,0,200,1,1,3,1.25,125
20955.6585,0,200,1,26,3,1.25,127.75
20957.80577,0,200,1,26,3,1.25,130.5
20959.95305,0,200,1,13,3,1.25,133.25
20962.10032,0,200,1,32,3,1.25,136
20964.24759,0,200,1,1,3,1.25,138.75
20966.39486,0,200,1,14,3,1.25,141.5
20968.54213,0,200,1,1,3,1.25,144.25
20970.68941,0,200,1,14,3,1.25,147
20972.83668,0,200,1,10,3,1.25,149.75
20974.98395,0,200,1,1,3,1.25,152.5
20977.13122,0,200,1,1,3,1.25,155.25
20979.2785,0,200,1,1,3,1.25,158
20981.42577,0,200,1,16,3,1.25,160.75
20983.57304,0,200,1,1,3,1.25,163.5
20985.72031,0,200,1,20,3,1.25,166.25
20987.86758,0,200,1,1,3,1.25,169
20990.01486,0,200,1,1,3,1.25,171.75
20992.16213,0,200,1,12,3,1.25,174.5
20994.3094,0,200,1,1,3,1.25,177.25
20996.45667,0,200,1,1,3,1.25,180
20998.60394,0,200,1,1,3,1.25,182.75
21000.75122,0,200,1,1,3,1.25,185.5
21002.89849,0,200,1,9,3,1.25,188.25
21005.04576,0,200,1,32,3,1.25,191
21007.19303,0,200,1,16,3,1.25,193.75
21009.34031,0,200,1,10,3,1.25,196.5
21011.48758,0,200,1,1,3,1.25,199.25
21013.63485,0,200,1,1,3,1.25,202
21015.78212,0,200,1,1,3,1.25,204.75
21017.92939,0,200,1,1,3,1.25,207.5
21020.07667,0,200,1,1,3,1.25,210.25
21022.22394,0,200,1,1,3,1.25,213
21024.37121,0,200,1,16,3,1.25,215.75
21026.51848,0,200,1,17,3,1.25,218.5
21028.66576,0,200,1,1,3,1.25,221.25
21030.81303,0,200,1,14,3,1.25,224
21032.9603,0,200,1,1,3,1.25,226.75
21035.10757,0,200,1,24,3,1.25,229.5
21037.25484,0,200,1,1,3,1.25,232.25
21039.40212,0,200,1,1,3,1.25,235
21041.54939,0,200,1,1,3,1.25,237.75
21043.69666,0,200,1,26,3,1.25,240.5
21045.84393,0,200,1,1,3,1.25,243.25
21047.9912,0,200,1,1,3,1.25,246
21050.13848,0,200,1,1,3,1.25,248.75
21052.28575,0,200,1,19,3,1.25,251.5
21054.43302,0,200,1,1,3,1.25,254.25
21056.58029,0,200,1,1,3,1.25,257
21058.72757,0,200,1,22,3,1.25,259.75
21060.87484,0,200,1,24,3,1.25,262.5
21063.02211,0,200,1,24,3,1.25,265.25
21065.16938,0,200,1,1,3,1.25,268
21067.31665,0,200,1,1,3,1.25,270.75
21069.46393,0,200,1,1,3,1.25,273.5
21071.6112,0,200,1,1,3,1.25,276.25
21073.75847,0,200,1,1,3,1.25,279
21075.90574,0,200,1,1,3,1.25,281.75
21078.05301,0,200,1,16,3,1.25,284.5
21080.20029,0,200,1,26,3,1.25,287.25
21082.34756,0,200,1,29,3,1.25,290
21084.49483,0,200,1,1,3,1.25,292.75
21086.6421,0,200,1,1,3,1.25,295.5
21088.78938,0,200,1,1,3,1.25,298.25
21090.93665,0,200,1,1,3,1.25,301
21093.08392,0,200,1,25,3,1.25,303.75
21095.23119,0,200,1,8,3,1.25,306.5
21097.37846,0,200,1,13,3,1.25,309.25
21099.52574,0,200,1,15,3,1.25,312
21101.67301,0,200,1,1,3,1.25,314.75
21103.82028,0,200,1,1,3,1.25,317.5
21105.96755,0,200,1,1,3,1.25,320.25
21108.11483,0,200,1,1,3,1.25,323
21110.2621,0,200,1,1,3,1.25,325.75
21112.40937,0,200,1,23,3,1.25,328.5
21114.55664,0,200,1,1,3,1.25,331.25
21116.70391,0,200,1,23,3,1.25,334
21118.85119,0,200,1,1,3,1.25,336.75
21120.99846,0,200,1,1,3,1.25,339.5
21123.14573,0,200,1,1,3,1.25,342.25
21125.293,0,200,1,1,3,1.25,345
21127.44027,0,200,1,2,3,1.25,347.75
21129.58755,0,200,1,1,3,1.25,350.5
21131.73482,0,200,1,26,3,1.25,353.25
21133.88209,0,200,1,1,3,1.25,356
21136.02936,0,200,1,1,3,1.25,358.75
21138.17664,0,200,1,1,3,1.25,1.5
21140.32391,0,200,1,1,3,1.25,4.25
21142.47118,0,200,1,1,3,1.25,7
21144.61845,0,200,1,4,3,1.25,9.75
21146.76572,0,200,1,30,3,1.25,12.5
21148.913,0,200,1,1,3,1.25,15.25
21151.06027,0,200,1,1,3,1.25,18
21153.20754,0,200,1,1,3,1.25,20.75
21155.35481,0,200,1,22,3,1.25,23.5
21157.50208,0,200,1,1,3,1.25,26.25
21159.64936,0,200,1,1,3,1.25,29
21161.79663,0,200,1,1,3,1.25,31.75
21163.9439,0,200,1,1,3,1.25,34.5
21166.09117,0,200,1,1,3,1.25,37.25
21168.23845,0,200,1,24,3,1.25,40
21170.38572,0,200,1,1,3,1.25,42.75
21172.53299,0,200,1,32,3,1.25,45.5
21174.68026,0,200,1,15,3,1.25,48.25
21176.82753,0,200,1,1,3,1.25,51
21178.97481,0,200,1,1,3,1.25,53.75
21181.12208,0,200,1,1,3,1.25,56.5
21183.26935,0,200,1,1,3,1.25,59.25
21185.41662,0,200,1,1,3,1.25,62
21187.5639,0,200,1,1,3,1.25,64.75
21189.71117,0,200,1,1,3,1.25,67.5
21191.85844,0,200,1,1,3,1.25,70.25
21194.00571,0,200,1,1,3,1.25,73
21196.15298,0,200,1,1,3,1.25,75.75
21198.30026,0,200,1,1,3,1.25,78.5
21200.44753,0,200,1,1,3,1.25,81.25
21202.5948,0,200,1,18,3,1.25,84
21204.74207,0,200,1,7,3,1.25,86.75
21206.88934,0,200,1,1,3,1.25,89.5
21209.03662,0,200,1,1,3,1.25,92.25
21211.18389,0,200,1,1,3,1.25,95
21213.33116,0,200,1,1,3,1.25,97.75
21215.47843,0,200,1,1,3,1.25,100.5
21217.62571,0,200,1,1,3,1.25,103.25
21219.77298,0,200,1,1,3,1.25,106
